app_id,timestamp,platform,country,media_source,spend,spend_currency,target_event_count
winclap.com,10/23/20,android,AU,pinterest,100,USD,3
winclap.com,10/28/20,android,AU,pinterest,100,USD,2
winclap.com,12/2/20,android,AU,pinterest,150,USD,10
winclap.com,10/12/20,android,AU,pinterest,100,USD,1
winclap.com,11/23/20,android,AU,pinterest,149.96,USD,7
winclap.com,10/17/20,android,AU,pinterest,100,USD,2
winclap.com,10/26/20,android,AU,pinterest,100,USD,3
winclap.com,10/30/20,android,AU,pinterest,99.85,USD,2
winclap.com,10/10/20,android,AU,pinterest,100,USD,5
winclap.com,12/1/20,android,AU,pinterest,149.98,USD,8
winclap.com,10/24/20,android,AU,pinterest,100,USD,2
winclap.com,10/22/20,android,AU,pinterest,100,USD,1
winclap.com,10/2/20,android,AU,pinterest,100,USD,1
winclap.com,11/6/20,android,AU,pinterest,100,USD,2
winclap.com,10/19/20,android,AU,pinterest,100,USD,1
winclap.com,11/27/20,android,AU,pinterest,150,USD,3
winclap.com,11/22/20,android,AU,pinterest,99.79,USD,7
winclap.com,10/27/20,android,AU,pinterest,99.96,USD,1
winclap.com,11/30/20,android,AU,pinterest,149.72,USD,6
winclap.com,11/9/20,android,AU,pinterest,100,USD,4
winclap.com,11/10/20,android,AU,pinterest,100,USD,8
winclap.com,11/25/20,android,AU,pinterest,150,USD,9
winclap.com,11/2/20,android,AU,pinterest,100,USD,2
winclap.com,10/9/20,android,AU,pinterest,99.78,USD,3
winclap.com,11/28/20,android,AU,pinterest,150,USD,7
winclap.com,11/13/20,android,AU,pinterest,99.97,USD,1
winclap.com,11/21/20,android,AU,pinterest,100,USD,2
winclap.com,11/26/20,android,AU,pinterest,150,USD,4
winclap.com,11/29/20,android,AU,pinterest,150,USD,2
winclap.com,11/20/20,android,AU,pinterest,99.94,USD,2
winclap.com,11/5/20,android,AU,pinterest,100,USD,1
winclap.com,11/11/20,android,AU,pinterest,100,USD,5
winclap.com,10/20/20,android,AU,pinterest,100,USD,3
winclap.com,11/12/20,android,AU,pinterest,100,USD,7
winclap.com,11/14/20,android,AU,pinterest,100,USD,8
winclap.com,11/19/20,android,AU,pinterest,100,USD,6
winclap.com,11/15/20,android,AU,pinterest,28.52,USD,3
winclap.com,11/16/20,android,AU,pinterest,25.99,USD,5
winclap.com,11/18/20,android,AU,pinterest,32.77,USD,4
winclap.com,11/17/20,android,AU,pinterest,4.04,USD,5
winclap.com,9/12/20,android,AU,pinterest,200,USD,1
winclap.com,12/6/20,android,AU,pinterest,400,USD,11
winclap.com,9/10/20,android,AU,pinterest,200,USD,2
winclap.com,9/13/20,android,AU,pinterest,200,USD,4
winclap.com,12/5/20,android,AU,pinterest,400,USD,12
winclap.com,9/19/20,android,AU,pinterest,200,USD,6
winclap.com,9/15/20,android,AU,pinterest,200,USD,1
winclap.com,9/9/20,android,AU,pinterest,200,USD,2
winclap.com,10/5/20,android,AU,pinterest,200,USD,4
winclap.com,9/18/20,android,AU,pinterest,200,USD,3
winclap.com,9/14/20,android,AU,pinterest,200,USD,2
winclap.com,12/3/20,android,AU,pinterest,400,USD,13
winclap.com,12/4/20,android,AU,pinterest,400,USD,22
winclap.com,9/16/20,android,AU,pinterest,200,USD,2
winclap.com,10/12/20,android,AU,pinterest,200,USD,5
winclap.com,10/11/20,android,AU,pinterest,200,USD,4
winclap.com,9/21/20,android,AU,pinterest,200,USD,1
winclap.com,12/7/20,android,AU,pinterest,399.04,USD,7
winclap.com,10/6/20,android,AU,pinterest,200,USD,4
winclap.com,10/25/20,android,AU,pinterest,200,USD,2
winclap.com,9/22/20,android,AU,pinterest,200,USD,4
winclap.com,9/17/20,android,AU,pinterest,200,USD,1
winclap.com,11/1/20,android,AU,pinterest,200,USD,4
winclap.com,10/7/20,android,AU,pinterest,199.96,USD,2
winclap.com,9/26/20,android,AU,pinterest,200,USD,2
winclap.com,9/27/20,android,AU,pinterest,200,USD,6
winclap.com,10/24/20,android,AU,pinterest,200,USD,5
winclap.com,10/8/20,android,AU,pinterest,200,USD,7
winclap.com,9/23/20,android,AU,pinterest,200,USD,6
winclap.com,10/3/20,android,AU,pinterest,200,USD,5
winclap.com,10/14/20,android,AU,pinterest,200,USD,4
winclap.com,9/30/20,android,AU,pinterest,200,USD,4
winclap.com,10/23/20,android,AU,pinterest,200,USD,8
winclap.com,9/29/20,android,AU,pinterest,200,USD,1
winclap.com,10/16/20,android,AU,pinterest,200,USD,1
winclap.com,10/15/20,android,AU,pinterest,200,USD,5
winclap.com,11/8/20,android,AU,pinterest,200,USD,6
winclap.com,10/22/20,android,AU,pinterest,200,USD,2
winclap.com,11/3/20,android,AU,pinterest,200,USD,9
winclap.com,11/7/20,android,AU,pinterest,200,USD,5
winclap.com,10/28/20,android,AU,pinterest,200,USD,5
winclap.com,9/24/20,android,AU,pinterest,199.79,USD,5
winclap.com,10/20/20,android,AU,pinterest,200,USD,7
winclap.com,11/24/20,android,AU,pinterest,250,USD,20
winclap.com,10/19/20,android,AU,pinterest,200,USD,5
winclap.com,10/10/20,android,AU,pinterest,200,USD,4
winclap.com,10/18/20,android,AU,pinterest,199.2,USD,4
winclap.com,10/13/20,android,AU,pinterest,200,USD,6
winclap.com,9/28/20,android,AU,pinterest,200,USD,4
winclap.com,10/29/20,android,AU,pinterest,199.88,USD,1
winclap.com,11/6/20,android,AU,pinterest,200,USD,5
winclap.com,10/21/20,android,AU,pinterest,199.66,USD,3
winclap.com,11/14/20,android,AU,pinterest,200,USD,6
winclap.com,10/2/20,android,AU,pinterest,200,USD,1
winclap.com,9/25/20,android,AU,pinterest,200,USD,2
winclap.com,10/31/20,android,AU,pinterest,200,USD,6
winclap.com,10/27/20,android,AU,pinterest,199.92,USD,5
winclap.com,11/9/20,android,AU,pinterest,200,USD,6
winclap.com,10/17/20,android,AU,pinterest,200,USD,2
winclap.com,11/11/20,android,AU,pinterest,200,USD,6
winclap.com,11/23/20,android,AU,pinterest,249.93,USD,16
winclap.com,10/26/20,android,AU,pinterest,199.99,USD,3
winclap.com,12/1/20,android,AU,pinterest,249.98,USD,7
winclap.com,11/2/20,android,AU,pinterest,200,USD,3
winclap.com,10/30/20,android,AU,pinterest,199.88,USD,3
winclap.com,11/10/20,android,AU,pinterest,200,USD,4
winclap.com,11/22/20,android,AU,pinterest,199.85,USD,8
winclap.com,11/4/20,android,AU,pinterest,200,USD,2
winclap.com,11/21/20,android,AU,pinterest,200,USD,7
winclap.com,11/5/20,android,AU,pinterest,200,USD,8
winclap.com,11/25/20,android,AU,pinterest,250,USD,8
winclap.com,11/30/20,android,AU,pinterest,249.3,USD,13
winclap.com,11/13/20,android,AU,pinterest,199.93,USD,7
winclap.com,11/12/20,android,AU,pinterest,200,USD,16
winclap.com,11/26/20,android,AU,pinterest,250,USD,11
winclap.com,12/2/20,android,AU,pinterest,250,USD,11
winclap.com,11/20/20,android,AU,pinterest,199.88,USD,11
winclap.com,11/27/20,android,AU,pinterest,250,USD,5
winclap.com,11/29/20,android,AU,pinterest,250,USD,11
winclap.com,11/28/20,android,AU,pinterest,250,USD,15
winclap.com,11/19/20,android,AU,pinterest,200,USD,27
winclap.com,11/15/20,android,AU,pinterest,57.4,USD,7
winclap.com,11/16/20,android,AU,pinterest,50.88,USD,8
winclap.com,11/18/20,android,AU,pinterest,57.96,USD,9
winclap.com,11/17/20,android,AU,pinterest,6.14,USD,10
winclap.com,12/7/20,android,AU,pinterest,324.28,USD,9
winclap.com,12/6/20,android,AU,pinterest,324.88,USD,8
winclap.com,12/5/20,android,AU,pinterest,325,USD,12
winclap.com,12/3/20,android,AU,pinterest,325,USD,12
winclap.com,12/4/20,android,AU,pinterest,325,USD,18
winclap.com,10/9/20,android,AU,pinterest,199.72,USD,4
winclap.com,10/6/20,android,AU,pinterest,200,USD,9
winclap.com,10/11/20,android,AU,pinterest,200,USD,3
winclap.com,9/23/20,android,AU,pinterest,199.92,USD,3
winclap.com,10/8/20,android,AU,pinterest,200,USD,7
winclap.com,9/18/20,android,AU,pinterest,200,USD,1
winclap.com,10/4/20,android,AU,pinterest,200,USD,5
winclap.com,9/20/20,android,AU,pinterest,200,USD,2
winclap.com,10/1/20,android,AU,pinterest,200,USD,5
winclap.com,10/22/20,android,AU,pinterest,200,USD,10
winclap.com,10/3/20,android,AU,pinterest,200,USD,1
winclap.com,9/25/20,android,AU,pinterest,199.96,USD,6
winclap.com,10/5/20,android,AU,pinterest,200,USD,1
winclap.com,11/2/20,android,AU,pinterest,200,USD,7
winclap.com,10/15/20,android,AU,pinterest,200,USD,6
winclap.com,10/26/20,android,AU,pinterest,199.99,USD,5
winclap.com,10/14/20,android,AU,pinterest,199.94,USD,4
winclap.com,10/10/20,android,AU,pinterest,200,USD,5
winclap.com,10/12/20,android,AU,pinterest,200,USD,2
winclap.com,9/14/20,android,AU,pinterest,200,USD,1
winclap.com,12/1/20,android,AU,pinterest,250,USD,7
winclap.com,10/17/20,android,AU,pinterest,200,USD,5
winclap.com,10/30/20,android,AU,pinterest,199.69,USD,3
winclap.com,10/13/20,android,AU,pinterest,200,USD,6
winclap.com,10/18/20,android,AU,pinterest,199.32,USD,5
winclap.com,9/12/20,android,AU,pinterest,200,USD,1
winclap.com,11/25/20,android,AU,pinterest,250,USD,17
winclap.com,11/26/20,android,AU,pinterest,250,USD,6
winclap.com,9/19/20,android,AU,pinterest,200,USD,3
winclap.com,9/9/20,android,AU,pinterest,199.99,USD,1
winclap.com,10/24/20,android,AU,pinterest,200,USD,5
winclap.com,9/21/20,android,AU,pinterest,200,USD,4
winclap.com,9/17/20,android,AU,pinterest,200,USD,1
winclap.com,11/24/20,android,AU,pinterest,250,USD,18
winclap.com,11/8/20,android,AU,pinterest,200,USD,11
winclap.com,10/21/20,android,AU,pinterest,199.69,USD,6
winclap.com,9/24/20,android,AU,pinterest,199.82,USD,3
winclap.com,11/3/20,android,AU,pinterest,200,USD,8
winclap.com,11/29/20,android,AU,pinterest,250,USD,10
winclap.com,11/1/20,android,AU,pinterest,200,USD,8
winclap.com,10/19/20,android,AU,pinterest,200,USD,5
winclap.com,10/23/20,android,AU,pinterest,200,USD,4
winclap.com,10/27/20,android,AU,pinterest,199.9,USD,3
winclap.com,9/26/20,android,AU,pinterest,200,USD,1
winclap.com,10/25/20,android,AU,pinterest,200,USD,9
winclap.com,11/4/20,android,AU,pinterest,200,USD,8
winclap.com,9/28/20,android,AU,pinterest,200,USD,6
winclap.com,10/16/20,android,AU,pinterest,200,USD,4
winclap.com,9/29/20,android,AU,pinterest,200,USD,3
winclap.com,11/5/20,android,AU,pinterest,200,USD,9
winclap.com,9/10/20,android,AU,pinterest,200,USD,1
winclap.com,11/12/20,android,AU,pinterest,200,USD,12
winclap.com,11/23/20,android,AU,pinterest,250,USD,14
winclap.com,11/22/20,android,AU,pinterest,200,USD,5
winclap.com,9/22/20,android,AU,pinterest,200,USD,4
winclap.com,9/30/20,android,AU,pinterest,200,USD,3
winclap.com,11/7/20,android,AU,pinterest,200,USD,3
winclap.com,11/9/20,android,AU,pinterest,200,USD,10
winclap.com,10/28/20,android,AU,pinterest,200,USD,8
winclap.com,11/21/20,android,AU,pinterest,200,USD,8
winclap.com,11/6/20,android,AU,pinterest,200,USD,7
winclap.com,9/27/20,android,AU,pinterest,200,USD,6
winclap.com,11/10/20,android,AU,pinterest,200,USD,8
winclap.com,11/14/20,android,AU,pinterest,200,USD,5
winclap.com,9/11/20,android,AU,pinterest,200,USD,1
winclap.com,10/7/20,android,AU,pinterest,199.99,USD,5
winclap.com,11/28/20,android,AU,pinterest,250,USD,21
winclap.com,12/2/20,android,AU,pinterest,250,USD,15
winclap.com,11/30/20,android,AU,pinterest,249.61,USD,13
winclap.com,10/31/20,android,AU,pinterest,200,USD,6
winclap.com,11/13/20,android,AU,pinterest,199.92,USD,5
winclap.com,11/20/20,android,AU,pinterest,199.98,USD,6
winclap.com,10/20/20,android,AU,pinterest,200,USD,9
winclap.com,11/11/20,android,AU,pinterest,200,USD,12
winclap.com,10/29/20,android,AU,pinterest,199.73,USD,6
winclap.com,11/19/20,android,AU,pinterest,200,USD,18
winclap.com,11/27/20,android,AU,pinterest,250,USD,10
winclap.com,11/16/20,android,AU,pinterest,51.79,USD,4
winclap.com,11/15/20,android,AU,pinterest,55.53,USD,4
winclap.com,11/18/20,android,AU,pinterest,39.67,USD,11
winclap.com,11/17/20,android,AU,pinterest,6.66,USD,12
winclap.com,9/18/20,android,AU,pinterest,200,USD,1
winclap.com,9/19/20,android,AU,pinterest,200,USD,2
winclap.com,9/20/20,android,AU,pinterest,200,USD,3
winclap.com,10/5/20,android,AU,pinterest,200,USD,1
winclap.com,9/26/20,android,AU,pinterest,200,USD,1
winclap.com,10/6/20,android,AU,pinterest,200,USD,4
winclap.com,9/15/20,android,AU,pinterest,199.46,USD,1
winclap.com,9/29/20,android,AU,pinterest,200,USD,2
winclap.com,10/1/20,android,AU,pinterest,200,USD,2
winclap.com,10/12/20,android,AU,pinterest,200,USD,1
winclap.com,12/6/20,android,AU,pinterest,250,USD,2
winclap.com,9/30/20,android,AU,pinterest,200,USD,1
winclap.com,10/25/20,android,AU,pinterest,200,USD,2
winclap.com,12/7/20,android,AU,pinterest,250,USD,1
winclap.com,10/13/20,android,AU,pinterest,200,USD,1
winclap.com,11/1/20,android,AU,pinterest,199.47,USD,1
winclap.com,12/5/20,android,AU,pinterest,250,USD,4
winclap.com,10/24/20,android,AU,pinterest,200,USD,1
winclap.com,11/7/20,android,AU,pinterest,200,USD,2
winclap.com,12/3/20,android,AU,pinterest,250,USD,4
winclap.com,10/15/20,android,AU,pinterest,200,USD,2
winclap.com,10/26/20,android,AU,pinterest,200,USD,2
winclap.com,11/3/20,android,AU,pinterest,200,USD,2
winclap.com,10/17/20,android,AU,pinterest,200,USD,1
winclap.com,10/27/20,android,AU,pinterest,200,USD,1
winclap.com,10/16/20,android,AU,pinterest,200,USD,1
winclap.com,11/5/20,android,AU,pinterest,200,USD,1
winclap.com,12/4/20,android,AU,pinterest,250,USD,3
winclap.com,11/6/20,android,AU,pinterest,200,USD,2
winclap.com,10/19/20,android,AU,pinterest,200,USD,1
winclap.com,10/28/20,android,AU,pinterest,200,USD,3
winclap.com,10/23/20,android,AU,pinterest,200,USD,1
winclap.com,11/9/20,android,AU,pinterest,200,USD,1
winclap.com,10/14/20,android,AU,pinterest,200,USD,3
winclap.com,11/11/20,android,AU,pinterest,200,USD,7
winclap.com,10/29/20,android,AU,pinterest,200,USD,1
winclap.com,11/14/20,android,AU,pinterest,200,USD,1
winclap.com,11/13/20,android,AU,pinterest,200,USD,4
winclap.com,11/12/20,android,AU,pinterest,200,USD,2
winclap.com,11/23/20,android,AU,pinterest,200,USD,2
winclap.com,12/2/20,android,AU,pinterest,200,USD,6
winclap.com,11/22/20,android,AU,pinterest,200,USD,1
winclap.com,11/21/20,android,AU,pinterest,200,USD,3
winclap.com,11/24/20,android,AU,pinterest,200,USD,4
winclap.com,11/20/20,android,AU,pinterest,200,USD,6
winclap.com,11/25/20,android,AU,pinterest,200,USD,5
winclap.com,11/30/20,android,AU,pinterest,200,USD,2
winclap.com,12/1/20,android,AU,pinterest,200,USD,3
winclap.com,11/29/20,android,AU,pinterest,200,USD,1
winclap.com,11/26/20,android,AU,pinterest,200,USD,1
winclap.com,11/27/20,android,AU,pinterest,200,USD,2
winclap.com,11/19/20,android,AU,pinterest,200,USD,6
winclap.com,11/16/20,android,AU,pinterest,44.59,USD,3
winclap.com,12/8/20,android,AU,pinterest,11.77,USD,1
winclap.com,11/18/20,android,AU,pinterest,15.6,USD,7
winclap.com,11/17/20,android,AU,pinterest,43.88,USD,1
winclap.com,9/3/20,android,AU,pinterest,176.31,USD,9
winclap.com,9/5/20,android,AU,pinterest,171.05,USD,4
winclap.com,9/20/20,android,AU,pinterest,159.17,USD,1
winclap.com,9/6/20,android,AU,pinterest,172.54,USD,4
winclap.com,9/9/20,android,AU,pinterest,157.7,USD,8
winclap.com,9/22/20,android,AU,pinterest,155.51,USD,4
winclap.com,9/23/20,android,AU,pinterest,148.4,USD,9
winclap.com,9/4/20,android,AU,pinterest,192.3,USD,5
winclap.com,10/4/20,android,AU,pinterest,160,USD,5
winclap.com,10/5/20,android,AU,pinterest,160,USD,5
winclap.com,9/13/20,android,AU,pinterest,160,USD,4
winclap.com,9/19/20,android,AU,pinterest,154.67,USD,6
winclap.com,9/25/20,android,AU,pinterest,160,USD,4
winclap.com,9/2/20,android,AU,pinterest,124.92,USD,10
winclap.com,12/3/20,android,AU,pinterest,299.43,USD,17
winclap.com,9/12/20,android,AU,pinterest,160,USD,2
winclap.com,12/7/20,android,AU,pinterest,299.53,USD,11
winclap.com,10/25/20,android,AU,pinterest,160,USD,2
winclap.com,9/24/20,android,AU,pinterest,155.47,USD,2
winclap.com,9/7/20,android,AU,pinterest,161.47,USD,3
winclap.com,10/6/20,android,AU,pinterest,160,USD,8
winclap.com,9/8/20,android,AU,pinterest,160,USD,6
winclap.com,12/5/20,android,AU,pinterest,300,USD,9
winclap.com,9/11/20,android,AU,pinterest,160,USD,5
winclap.com,9/17/20,android,AU,pinterest,154.32,USD,7
winclap.com,9/1/20,android,AU,pinterest,141.97,USD,7
winclap.com,10/10/20,android,AU,pinterest,159.32,USD,2
winclap.com,10/3/20,android,AU,pinterest,160,USD,1
winclap.com,9/26/20,android,AU,pinterest,160,USD,3
winclap.com,10/1/20,android,AU,pinterest,160,USD,5
winclap.com,10/16/20,android,AU,pinterest,160,USD,2
winclap.com,12/6/20,android,AU,pinterest,300,USD,12
winclap.com,12/4/20,android,AU,pinterest,300,USD,10
winclap.com,9/21/20,android,AU,pinterest,149.79,USD,6
winclap.com,10/23/20,android,AU,pinterest,160,USD,10
winclap.com,9/10/20,android,AU,pinterest,160,USD,9
winclap.com,9/14/20,android,AU,pinterest,139.49,USD,7
winclap.com,9/28/20,android,AU,pinterest,160,USD,2
winclap.com,10/2/20,android,AU,pinterest,160,USD,1
winclap.com,9/15/20,android,AU,pinterest,142.35,USD,7
winclap.com,10/20/20,android,AU,pinterest,160,USD,6
winclap.com,9/16/20,android,AU,pinterest,159.17,USD,2
winclap.com,9/18/20,android,AU,pinterest,149.55,USD,9
winclap.com,10/17/20,android,AU,pinterest,160,USD,5
winclap.com,10/24/20,android,AU,pinterest,160,USD,3
winclap.com,11/8/20,android,AU,pinterest,159.92,USD,7
winclap.com,10/19/20,android,AU,pinterest,160,USD,5
winclap.com,9/29/20,android,AU,pinterest,160,USD,5
winclap.com,9/27/20,android,AU,pinterest,160,USD,4
winclap.com,10/14/20,android,AU,pinterest,160,USD,4
winclap.com,10/18/20,android,AU,pinterest,160,USD,1
winclap.com,10/9/20,android,AU,pinterest,159.5,USD,1
winclap.com,10/8/20,android,AU,pinterest,160,USD,10
winclap.com,10/26/20,android,AU,pinterest,160,USD,8
winclap.com,10/11/20,android,AU,pinterest,158.96,USD,4
winclap.com,11/9/20,android,AU,pinterest,159.94,USD,3
winclap.com,10/13/20,android,AU,pinterest,158.91,USD,2
winclap.com,10/15/20,android,AU,pinterest,160,USD,6
winclap.com,10/21/20,android,AU,pinterest,159.99,USD,6
winclap.com,10/22/20,android,AU,pinterest,160,USD,1
winclap.com,10/29/20,android,AU,pinterest,160,USD,2
winclap.com,10/27/20,android,AU,pinterest,160,USD,8
winclap.com,11/2/20,android,AU,pinterest,160,USD,4
winclap.com,10/12/20,android,AU,pinterest,160,USD,3
winclap.com,10/31/20,android,AU,pinterest,159.93,USD,5
winclap.com,11/1/20,android,AU,pinterest,160,USD,2
winclap.com,11/5/20,android,AU,pinterest,160,USD,6
winclap.com,11/6/20,android,AU,pinterest,160,USD,5
winclap.com,11/19/20,android,AU,pinterest,157.78,USD,17
winclap.com,11/10/20,android,AU,pinterest,159.67,USD,10
winclap.com,11/4/20,android,AU,pinterest,160,USD,5
winclap.com,11/14/20,android,AU,pinterest,160,USD,8
winclap.com,11/3/20,android,AU,pinterest,160,USD,4
winclap.com,9/30/20,android,AU,pinterest,160,USD,6
winclap.com,11/7/20,android,AU,pinterest,160,USD,4
winclap.com,11/13/20,android,AU,pinterest,160,USD,8
winclap.com,11/23/20,android,AU,pinterest,199.87,USD,16
winclap.com,11/25/20,android,AU,pinterest,199.44,USD,14
winclap.com,11/22/20,android,AU,pinterest,160,USD,11
winclap.com,12/2/20,android,AU,pinterest,200,USD,12
winclap.com,12/1/20,android,AU,pinterest,200,USD,18
winclap.com,11/30/20,android,AU,pinterest,200,USD,31
winclap.com,11/11/20,android,AU,pinterest,160,USD,3
winclap.com,11/21/20,android,AU,pinterest,160,USD,12
winclap.com,11/24/20,android,AU,pinterest,200,USD,19
winclap.com,11/26/20,android,AU,pinterest,200,USD,11
winclap.com,10/28/20,android,AU,pinterest,160,USD,6
winclap.com,11/28/20,android,AU,pinterest,200,USD,10
winclap.com,11/12/20,android,AU,pinterest,160,USD,7
winclap.com,11/27/20,android,AU,pinterest,200,USD,6
winclap.com,11/29/20,android,AU,pinterest,200,USD,14
winclap.com,11/20/20,android,AU,pinterest,160,USD,9
winclap.com,11/15/20,android,AU,pinterest,41.87,USD,5
winclap.com,11/16/20,android,AU,pinterest,40.24,USD,8
winclap.com,12/8/20,android,AU,pinterest,9.74,USD,1
winclap.com,11/17/20,android,AU,pinterest,4.2,USD,12
winclap.com,11/18/20,android,AU,pinterest,1.61,USD,6
winclap.com,12/6/20,android,AU,pinterest,290,USD,1
winclap.com,12/5/20,android,AU,pinterest,290,USD,2
winclap.com,12/3/20,android,AU,pinterest,290,USD,3
winclap.com,12/4/20,android,AU,pinterest,290,USD,1
winclap.com,12/2/20,android,AU,pinterest,240,USD,3
winclap.com,9/6/20,android,AU,pinterest,100,USD,1
winclap.com,12/1/20,android,AU,pinterest,240,USD,1
winclap.com,11/24/20,android,AU,pinterest,239.79,USD,1
winclap.com,11/30/20,android,AU,pinterest,240,USD,3
winclap.com,11/26/20,android,AU,pinterest,240,USD,2
winclap.com,11/28/20,android,AU,pinterest,240,USD,3
winclap.com,9/8/20,android,AU,pinterest,100,USD,1
winclap.com,9/3/20,android,AU,pinterest,99.96,USD,1
winclap.com,9/2/20,android,AU,pinterest,98.78,USD,2
winclap.com,9/23/20,android,AU,pinterest,100,USD,1
winclap.com,9/11/20,android,AU,pinterest,100,USD,2
winclap.com,9/4/20,android,AU,pinterest,99.94,USD,3
winclap.com,9/22/20,android,AU,pinterest,100,USD,1
winclap.com,11/27/20,android,AU,pinterest,240,USD,4
winclap.com,9/18/20,android,AU,pinterest,100,USD,3
winclap.com,9/29/20,android,AU,pinterest,100,USD,1
winclap.com,9/21/20,android,AU,pinterest,100,USD,1
winclap.com,9/10/20,android,AU,pinterest,100,USD,3
winclap.com,9/14/20,android,AU,pinterest,100,USD,2
winclap.com,9/17/20,android,AU,pinterest,100,USD,1
winclap.com,10/12/20,android,AU,pinterest,100,USD,1
winclap.com,10/2/20,android,AU,pinterest,100,USD,1
winclap.com,11/1/20,android,AU,pinterest,99.91,USD,1
winclap.com,11/8/20,android,AU,pinterest,100,USD,1
winclap.com,10/13/20,android,AU,pinterest,100,USD,2
winclap.com,10/17/20,android,AU,pinterest,100,USD,2
winclap.com,10/14/20,android,AU,pinterest,99.99,USD,1
winclap.com,11/7/20,android,AU,pinterest,100,USD,1
winclap.com,11/5/20,android,AU,pinterest,100,USD,1
winclap.com,11/4/20,android,AU,pinterest,100,USD,3
winclap.com,10/20/20,android,AU,pinterest,100,USD,1
winclap.com,10/19/20,android,AU,pinterest,100,USD,1
winclap.com,10/22/20,android,AU,pinterest,100,USD,1
winclap.com,10/30/20,android,AU,pinterest,100,USD,1
winclap.com,11/10/20,android,AU,pinterest,100,USD,1
winclap.com,11/12/20,android,AU,pinterest,100,USD,4
winclap.com,11/14/20,android,AU,pinterest,100,USD,2
winclap.com,11/22/20,android,AU,pinterest,100,USD,2
winclap.com,11/21/20,android,AU,pinterest,100,USD,1
winclap.com,11/20/20,android,AU,pinterest,100,USD,1
winclap.com,11/19/20,android,AU,pinterest,100,USD,1
winclap.com,11/16/20,android,AU,pinterest,23.72,USD,2
winclap.com,11/17/20,android,AU,pinterest,33.62,USD,1
winclap.com,9/6/20,android,AU,pinterest,250,USD,5
winclap.com,9/4/20,android,AU,pinterest,249.93,USD,2
winclap.com,9/5/20,android,AU,pinterest,250,USD,3
winclap.com,9/9/20,android,AU,pinterest,250,USD,9
winclap.com,12/6/20,android,AU,pinterest,374.81,USD,10
winclap.com,9/7/20,android,AU,pinterest,250,USD,7
winclap.com,9/14/20,android,AU,pinterest,250,USD,4
winclap.com,9/15/20,android,AU,pinterest,250,USD,2
winclap.com,12/7/20,android,AU,pinterest,373.97,USD,9
winclap.com,9/8/20,android,AU,pinterest,250,USD,4
winclap.com,9/12/20,android,AU,pinterest,250,USD,3
winclap.com,9/19/20,android,AU,pinterest,250,USD,2
winclap.com,10/25/20,android,AU,pinterest,250,USD,3
winclap.com,9/13/20,android,AU,pinterest,250,USD,3
winclap.com,9/20/20,android,AU,pinterest,250,USD,5
winclap.com,11/1/20,android,AU,pinterest,250,USD,3
winclap.com,9/28/20,android,AU,pinterest,250,USD,2
winclap.com,9/17/20,android,AU,pinterest,250,USD,4
winclap.com,10/18/20,android,AU,pinterest,249.27,USD,2
winclap.com,12/5/20,android,AU,pinterest,375,USD,6
winclap.com,10/4/20,android,AU,pinterest,250,USD,4
winclap.com,9/11/20,android,AU,pinterest,250,USD,2
winclap.com,10/6/20,android,AU,pinterest,250,USD,7
winclap.com,9/27/20,android,AU,pinterest,250,USD,2
winclap.com,9/23/20,android,AU,pinterest,249.99,USD,2
winclap.com,11/3/20,android,AU,pinterest,250,USD,8
winclap.com,12/4/20,android,AU,pinterest,375,USD,7
